name,salary_from,salary_to,salary_currency,area_name,published_at
Аналитик-оператор (1С) контракт Ферреро,Омск,30000.0,,RUR,2022-12-29T11:20:00+0300
Токарь 16к20 на завод,Бологое,,100000.0,RUR,2022-12-29T10:01:17+0300
Аналитик,Челябинск,33000.0,43000.0,RUR,2022-12-29T10:09:15+0300
Слесарь-наладчик (Алкогольное оборудование),Екатеринбург,180000.0,180000.0,RUR,2022-12-29T10:10:46+0300
Оператор станков с ЧПУ,Брянск,109000.0,,RUR,2022-12-29T11:01:46+0300
Ведущий разработчик ПО в области облачных технологий,Москва,250000.0,,RUR,2022-12-29T10:05:05+0300
Компьютерный мастер / Ученик мастера по ремонту компьютеров и ноутбуков,Москва,100000.0,120000.0,RUR,2022-12-29T11:01:05+0300
Оформитель торгового комплекса (Набережночелнинский пр.),Набережные Челны,28000.0,31000.0,RUR,2022-12-29T11:21:03+0300
Оператор станков с ЧПУ,Набережные Челны,109000.0,,RUR,2022-12-29T11:01:46+0300
Программист разработчик SQL (SQL Developer),Самара,90000.0,150000.0,RUR,2022-12-29T10:47:39+0300
Сервисный мастер (обслуживание септиков),Чехов,100000.0,150000.0,RUR,2022-12-29T10:14:23+0300
Электромонтер по ремонту и обслуживанию электрооборудования 6 разряда,Тюмень,37600.0,,RUR,2022-12-29T08:33:36+0300
Установщик интернет оборудования,Томск,40000.0,45000.0,RUR,2022-12-29T09:09:09+0300
Токарь (ДИП),Пермь,105000.0,,RUR,2022-12-29T10:32:49+0300
Оператор станков с ЧПУ,Краснодар,109000.0,,RUR,2022-12-29T11:01:46+0300
Установщик интернет оборудования,Самара,50000.0,60000.0,RUR,2022-12-29T09:04:44+0300
Фрезеровщик,Тасеево,,60000.0,RUR,2022-12-29T08:15:04+0300
Фрезеровщик,Березовка (Красноярский край),,60000.0,RUR,2022-12-29T08:15:04+0300
Инженер - программист 2 категории Frontend Middle (Vue),Москва,,85000.0,RUR,2022-12-29T09:12:03+0300
Шлифовщик,Самара,100000.0,,RUR,2022-12-29T09:01:19+0300
Механик нефтебазы,Киселевск,50000.0,50000.0,RUR,2022-12-29T10:52:15+0300
Оператор Станков с программным управлением,Набережные Челны,72000.0,90000.0,RUR,2022-12-29T10:59:51+0300
Специалист по информационной безопасности,Москва,180000.0,,RUR,2022-12-29T10:40:00+0300
Электрик-диагност,Климовск (Московская область),60000.0,,RUR,2022-12-29T10:13:02+0300
Инженер-программист АСУ ТП,Санкт-Петербург,80000.0,,RUR,2022-12-29T10:38:23+0300
Инженер-электромонтажник на сборку экспериментального оборудования,Санкт-Петербург,65000.0,,RUR,2022-12-29T10:37:41+0300
Руководитель IT проектов / IT Project manager / PM,Москва,60000.0,,RUR,2022-12-29T09:00:13+0300
Программист 1С,Екатеринбург,40000.0,,RUR,2022-12-29T10:10:57+0300
Консультант SAP на 1 линию поддержки (удаленно),Санкт-Петербург,,40000.0,RUR,2022-12-29T10:44:54+0300
Установщик интернет оборудования,Новоспасское (Ульяновская область),30000.0,35000.0,RUR,2022-12-29T09:08:14+0300
Сервисный инженер,Нижний Новгород,56500.0,62150.0,RUR,2022-12-29T10:51:51+0300
Оператор автоматических и полуавтоматических линий станков и установок,Ульяновск,40000.0,50000.0,RUR,2022-12-29T08:44:11+0300
DevOps-инженер,Москва,,350000.0,RUR,2022-12-29T09:58:22+0300
Токарь 16к20 на завод,Магнитогорск,,100000.0,RUR,2022-12-29T10:00:41+0300
Backend developer (NodeJS),Москва,180000.0,250000.0,RUR,2022-12-29T10:52:40+0300
Дизайнер розничной сети,Брест,1300.0,,BYR,2022-12-29T11:09:32+0300
Менеджер проектов в отдел контекстной рекламы,Самара,60000.0,100000.0,RUR,2022-12-29T10:52:52+0300
Мастер по ремонту цифровой и бытовой техники,Иваново (Ивановская область),34400.0,41720.0,RUR,2022-12-29T09:38:18+0300
Фрезеровщик от 3 разряда,Омск,70000.0,,RUR,2022-12-29T06:53:26+0300
Специалист отдела технического сопровождения,Владивосток,,51000.0,RUR,2022-12-29T08:25:54+0300
Оператор станков с ЧПУ,Екатеринбург,60000.0,70000.0,RUR,2022-12-29T11:36:17+0300
Монтажник слаботочных систем,Шымкент,140000.0,250000.0,KZT,2022-12-29T08:00:39+0300
Наладчик термопластавтоматов,Ульяновск,70000.0,80000.0,RUR,2022-12-29T09:47:07+0300
Специалист технической поддержки 1С,Ярославль,40000.0,,RUR,2022-12-29T10:58:32+0300
Техник по подключению новых абонентов,Туапсе,34000.0,,RUR,2022-12-29T09:04:43+0300
Оператор станков с ЧПУ,Саратов,109000.0,,RUR,2022-12-29T11:01:46+0300
"Аналитик розничных продаж, товародвижения, оптовых продаж",Новосибирск,50000.0,,RUR,2022-12-29T10:12:34+0300
Ведущий консультант ERP-систем,Кемерово,130000.0,130000.0,RUR,2022-12-29T07:07:14+0300
Оператор координатно-пробивного пресса с ЧПУ,Санкт-Петербург,73000.0,,RUR,2022-12-29T09:09:32+0300
Инженер-программист АСУ ТП,Москва,120000.0,,RUR,2022-12-29T10:08:09+0300
"Резчик на пилах, ножовках и станках 3 разряда",Челябинск,,35000.0,RUR,2022-12-29T11:02:11+0300
Главный механик,Москва,100000.0,300000.0,RUR,2022-12-29T10:57:26+0300
Ведущий системный аналитик информационно - аналитического отдела,Москва,180000.0,,RUR,2022-12-29T09:13:52+0300
Специалист предпечатной подготовки (prepress),Санкт-Петербург,65000.0,,RUR,2022-12-29T09:08:32+0300
Консультант 1С ERP / Аналитик 1С,Белгород,80000.0,,RUR,2022-12-29T11:11:33+0300
Специалист Службы Экономической Безопасности,Москва,80000.0,80000.0,RUR,2022-12-29T09:28:33+0300
Установщик интернет оборудования,Барнаул,35000.0,45000.0,RUR,2022-12-29T09:04:42+0300
Токарь-универсал в Санкт-Петербург,Чебоксары,,99000.0,RUR,2022-12-29T10:01:53+0300
Automation QA engineer (Python),Рязань,,250000.0,RUR,2022-12-29T10:35:05+0300
Наладчик машин и автоматических линий по производству изделий из пластмасс,Лаишево,44000.0,44000.0,RUR,2022-12-29T08:37:31+0300
Фрезеровщик,Большая Мурта,,60000.0,RUR,2022-12-29T08:15:04+0300
Системный администратор,Санкт-Петербург,80000.0,110000.0,RUR,2022-12-29T10:28:28+0300
Оператор станков с ПУ,Зеленоград,70000.0,90000.0,RUR,2022-12-29T09:02:11+0300
"Техник по обслуживанию автоматических дверей, автоматических ворот и шлагбаумов",Екатеринбург,55000.0,,RUR,2022-12-29T09:29:27+0300
Оператор станков с ЧПУ,Санкт-Петербург,50200.0,,RUR,2022-12-29T11:07:38+0300
Ведущий инженер(Дизайнер) отдела навигационного обеспечения в филиал Дирекция инфраструктуры,Москва,27000.0,60000.0,RUR,2022-12-29T10:12:20+0300
Наладчик станков с ЧПУ,Челябинск,50000.0,,RUR,2022-12-29T11:35:46+0300
Scrum-мастер (менеджер проектов)/Системный аналитик,Ногинск,130000.0,,RUR,2022-12-29T09:39:52+0300
Продакт-менеджер,Москва,120000.0,,RUR,2022-12-29T11:24:08+0300
Программист 1С WMS,Чехов,150000.0,,RUR,2022-12-29T10:56:25+0300
Техник по подключению новых абонентов,Пойковский,65000.0,,RUR,2022-12-29T09:04:42+0300
Монтажник слаботочных систем,Москва,65000.0,,RUR,2022-12-29T09:37:22+0300
Системный аналитик 1С,Томск,98600.0,147900.0,RUR,2022-12-29T10:48:31+0300
Радиомеханик по ремонту радиоэлектронного оборудования,Самара,44000.0,,RUR,2022-12-29T09:05:51+0300
Специалист клиентской поддержки в FinTech стартап,Краснодар,20000.0,30000.0,RUR,2022-12-29T11:52:25+0300
Программист 1C,Москва,160000.0,180000.0,RUR,2022-12-29T09:36:30+0300
Программист 1С,Санкт-Петербург,210000.0,,RUR,2022-12-29T10:25:54+0300
Оператор станков с ПУ (расточная группа оборудования),Екатеринбург,70000.0,,RUR,2022-12-29T07:35:09+0300
Механик (спецтехника),Новокузнецк,80000.0,,RUR,2022-12-29T06:36:48+0300
Наладчик-оператор фрезерных станков с ЧПУ,Подольск (Московская область),70000.0,85000.0,RUR,2022-12-29T11:12:38+0300
Фрезеровщик,Челябинск,80000.0,,RUR,2022-12-29T07:11:21+0300
Техник по подключению новых абонентов,Армавир,40000.0,,RUR,2022-12-29T09:09:10+0300
PHP-разработчик Yii2 (middle backend php developer),Новосибирск,120000.0,180000.0,RUR,2022-12-29T08:06:09+0300
Токарь,Ярославль,40000.0,,RUR,2022-12-29T11:23:55+0300
Фрезеровщик,Санкт-Петербург,80000.0,,RUR,2022-12-29T09:36:39+0300
Middle QA Engineer,Москва,,90000.0,RUR,2022-12-29T10:28:13+0300
Системный администратор Linux,Москва,,200000.0,RUR,2022-12-29T09:58:37+0300
"Программист-алгоритмист (Embedded, ГНСС/IMU)",Москва,160000.0,,RUR,2022-12-29T10:25:30+0300
Инженер-технолог (программист),Северодвинск,38000.0,,RUR,2022-12-29T08:16:00+0300
Техник по подключению новых абонентов,Красный Кут,30000.0,40000.0,RUR,2022-12-29T09:08:14+0300
Фрезеровщик,Таежный,,60000.0,RUR,2022-12-29T08:15:04+0300
"Токарь-универсал (16к20, 1к62, лобовые)",Киров (Кировская область),100000.0,110000.0,RUR,2022-12-29T08:51:57+0300
"Ведущий администратор безопасности, системный администратор",Вологда,50000.0,55000.0,RUR,2022-12-29T08:10:59+0300
Инженер-программист C++/Qt,Москва,160000.0,,RUR,2022-12-29T10:14:21+0300
Аналитик (экономист по заработной плате),Коломна,39700.0,39700.0,RUR,2022-12-29T11:29:49+0300
Механик по транспорту,Челябинск,80000.0,,RUR,2022-12-29T09:53:09+0300
Токарь-универсал,Пермь,110000.0,140000.0,RUR,2022-12-29T11:18:44+0300
Телемастер,Красноярск,80000.0,100000.0,RUR,2022-12-29T11:12:53+0300
Директор по информационным технологиям (CIO / Chief Information Officer),Екатеринбург,120000.0,,RUR,2022-12-29T07:39:43+0300
Продавец-консультант по шторам (Дизайнер),Сургут,50000.0,,RUR,2022-12-29T11:10:19+0300
Менеджер по проектам,Алматы,300000.0,,KZT,2022-12-29T08:06:34+0300
Web-дизайнер (офис Вологда),Вологда,30000.0,80000.0,RUR,2022-12-29T09:56:10+0300
Наладчик швейного оборудования,Владимир,55000.0,,RUR,2022-12-29T11:41:06+0300
Инженер отдела телекоммуникаций,Екатеринбург,80000.0,125000.0,RUR,2022-12-29T06:11:16+0300
Оператор станка с ЧПУ,Дмитров,100000.0,120000.0,RUR,2022-12-29T09:47:21+0300
Инженер ОПС,Красноярск,30000.0,,RUR,2022-12-29T07:00:49+0300
Токарь,Улан-Удэ,42000.0,42000.0,RUR,2022-12-29T10:35:27+0300
Оператор станков с ПУ (фрезерная группа),Омск,30000.0,115000.0,RUR,2022-12-29T10:53:08+0300
Главный инженер службы информационного обеспечения,Красноярск,56000.0,56000.0,RUR,2022-12-29T10:12:22+0300
Фрезеровщик,Уяр,,60000.0,RUR,2022-12-29T08:15:04+0300
Токарь-универсал,Октябрьский (Республика Башкортостан),132250.0,,RUR,2022-12-29T07:59:28+0300
Токарь-карусельщик,Санкт-Петербург,70000.0,100000.0,RUR,2022-12-29T09:15:33+0300
Механик транспортной службы,Большое Село,35000.0,,RUR,2022-12-29T11:05:55+0300
Токарь,Новокузнецк,46000.0,46000.0,RUR,2022-12-29T11:11:04+0300
Механик транспортного участка,Ярославль,,45000.0,RUR,2022-12-29T11:25:05+0300
Специалист технической поддержки пользователя,Челябинск,25000.0,40000.0,RUR,2022-12-29T06:39:07+0300
Консультант техподдержки 1С (бухгалтерия),Самара,35000.0,60000.0,RUR,2022-12-29T10:58:14+0300
Системный администратор/Инженер технической поддержки,Пермь,34000.0,,RUR,2022-12-29T07:49:44+0300
Механик,Воронеж,44000.0,44000.0,RUR,2022-12-29T09:45:43+0300
Фрезеровщик,Емельяново,,60000.0,RUR,2022-12-29T08:15:04+0300
PHP Developer,Севастополь,80000.0,200000.0,RUR,2022-12-29T11:22:12+0300
Токарь-универсал,Набережные Челны,60000.0,100000.0,RUR,2022-12-29T09:20:04+0300
Механик холодильного оборудования,Екатеринбург,60000.0,100000.0,RUR,2022-12-29T10:06:44+0300
Сервисный инженер (инженер по автоматизации),Иркутск,60000.0,120000.0,RUR,2022-12-29T10:16:39+0300
Токарь 4-6 разряда,Пермь,40000.0,,RUR,2022-12-29T08:58:00+0300
Инженер-программист 1С,Новокузнецк,120000.0,,RUR,2022-12-29T09:53:25+0300
Электромеханик по лифтам,Барнаул,40000.0,,RUR,2022-12-29T11:00:26+0300
Оператор гибочного станка,Ростов-на-Дону,70000.0,90000.0,RUR,2022-12-29T09:36:31+0300
Оператор ЧПУ токарной группы,Самара,110000.0,150000.0,RUR,2022-12-29T09:04:47+0300
Главный системный аналитик,Москва,,230000.0,RUR,2022-12-29T09:57:57+0300
Программист 1С,Краснодар,60000.0,120000.0,RUR,2022-12-29T10:20:13+0300
Оператор станков с ПУ,Набережные Челны,,71000.0,RUR,2022-12-29T08:46:57+0300
Менеджер по работе с маркетплейсами,Нижний Новгород,40000.0,,RUR,2022-12-29T09:05:23+0300
Инженер-электроник,Самара,65000.0,,RUR,2022-12-29T09:17:58+0300
Сервисный инженер ИТС,Кемерово,,35000.0,RUR,2022-12-29T07:56:01+0300
Механик-планнер (инженер по выверке) на промышленное производство в г.Вольск,Саратов,75000.0,95000.0,RUR,2022-12-29T07:51:03+0300
Диспетчер по взаимодействию с ОрВД,Ростов-на-Дону,45000.0,55000.0,RUR,2022-12-29T10:00:52+0300
Программист 1С,Екатеринбург,115000.0,,RUR,2022-12-29T11:01:24+0300
Фрезеровщик 4-6 разряда,Пермь,28000.0,,RUR,2022-12-29T08:58:07+0300
Интегратор Битрикс24 / Bitrix24,Астана,1000000.0,1200000.0,KZT,2022-12-29T07:08:08+0300
Фрезеровщик в г. Калуга,Уфа,100000.0,,RUR,2022-12-29T08:09:09+0300
Программист 1C 8,Минск,135000.0,160000.0,RUR,2022-12-29T10:59:12+0300
Установщик интернет оборудования,Биробиджан,40000.0,,RUR,2022-12-29T09:04:43+0300
Фрезеровщик,Москва,80000.0,90000.0,RUR,2022-12-29T09:08:11+0300
Старший системный администратор,Санкт-Петербург,,115000.0,RUR,2022-12-29T11:39:45+0300
Администратор/инженер виртуальной инфраструктуры дата центра,Москва,140000.0,200000.0,RUR,2022-12-29T11:33:33+0300
Инженер по техническим средствам охраны и техническим средствам досмотра САБ,Красноярск,32000.0,,RUR,2022-12-29T09:21:00+0300
Механик / Линейный механик,Иркутск,130000.0,130000.0,RUR,2022-12-29T06:53:43+0300
Руководитель проекта,Санкт-Петербург,100000.0,,RUR,2022-12-29T09:35:02+0300
Ведущий инженер,Улан-Удэ,50000.0,,RUR,2022-12-29T11:12:17+0300
Техник по подключению новых абонентов,Миасс,30000.0,,RUR,2022-12-29T09:08:14+0300
"Токарь-универсал 2,3,4 разряд",Якутск,48090.0,54612.0,RUR,2022-12-29T06:01:48+0300
Специалист техподдержки (IT отдел),Вологда,30000.0,50000.0,RUR,2022-12-29T11:03:00+0300
Наладчик станков с ЧПУ,Самара,100000.0,120000.0,RUR,2022-12-29T10:20:35+0300
Токарь-карусельщик,Калуга,,119000.0,RUR,2022-12-29T10:26:32+0300
Инженер по обслуживанию робототехники,Рязань,42000.0,,RUR,2022-12-29T11:29:58+0300
Оператор станков с ЧПУ,Калуга,43000.0,50000.0,RUR,2022-12-29T10:18:08+0300
Токарь-универсал,Челябинск,70000.0,110000.0,RUR,2022-12-29T08:02:29+0300
Инженер по КИПиА,Октябрьский (Республика Башкортостан),120000.0,,RUR,2022-12-29T09:18:41+0300
Механик,Москва,56700.0,56700.0,RUR,2022-12-29T10:11:27+0300
Аналитик данных,Саратов,,51700.0,RUR,2022-12-29T09:55:13+0300
Фрезеровщик,Воронеж,55000.0,,RUR,2022-12-29T11:06:53+0300
Инженер средств радио и телевидения (Аварийно-профилактическая группа Рославль),Рославль,52000.0,52000.0,RUR,2022-12-29T10:34:41+0300
Токарь-универсал,Самара,100000.0,,RUR,2022-12-29T09:38:12+0300
Монтажник слаботочных систем в Ростелеком,Чайковский,45000.0,,RUR,2022-12-29T09:04:43+0300
DevOps инженер (удаленно),Москва,150000.0,200000.0,RUR,2022-12-29T11:27:37+0300
Оператор ЧПУ (Стойка MAZAK),Тула,110000.0,,RUR,2022-12-29T09:55:26+0300
Оператор ЧПУ (Стойка MAZAK),Тихвин,110000.0,,RUR,2022-12-29T09:55:22+0300
Радиоинженер (тестирование РЭА),Москва,80000.0,,RUR,2022-12-29T09:25:06+0300
Инсталлятор в Ростелеком,Сочи,45000.0,50000.0,RUR,2022-12-29T09:09:09+0300
Начальник отдела информатизации и связи,Краснодар,80000.0,,RUR,2022-12-29T11:12:16+0300
Токарь,Челябинск,65000.0,,RUR,2022-12-29T08:36:14+0300
Токарь-универсал в Санкт-Петербург,Брянск,,99000.0,RUR,2022-12-29T10:02:03+0300
Оператор наладчик токарных станков с ПУ (Fanuc),Вахруши,50000.0,100000.0,RUR,2022-12-29T08:11:30+0300
Специалист экспертной поддержки,Тверь,40000.0,,RUR,2022-12-29T11:20:11+0300
Инженер-техник по ремонту развлекательных аппаратов,Самара,30000.0,,RUR,2022-12-29T10:08:11+0300
Оператор/наладчик станков и манипуляторов с ЧПУ (токарная группа),Санкт-Петербург,70000.0,,RUR,2022-12-29T09:02:41+0300
Специалист технического отдела,Кемерово,,55000.0,RUR,2022-12-29T06:00:25+0300
Системный аналитик / Systems Analyst,Москва,150000.0,200000.0,RUR,2022-12-29T10:12:10+0300
Монтажник слаботочных систем/слаботочник (м.Ломоносовская),Санкт-Петербург,70000.0,100000.0,RUR,2022-12-29T11:03:11+0300
Менеджер web-проектов,Новосибирск,,80000.0,RUR,2022-12-29T07:27:28+0300
"Оператор-наладчик (станки, прессы, штамповая и технологическая оснастка)",Екатеринбург,60000.0,70000.0,RUR,2022-12-29T11:54:34+0300
Оператор станков с ПУ,Минск,1800.0,3000.0,BYR,2022-12-29T10:09:58+0300
Механик,Краснокаменск,80000.0,,RUR,2022-12-29T09:27:22+0300
Токарь-карусельщик в г. Санкт-Петербург,Рязань,,115200.0,RUR,2022-12-29T10:02:30+0300
Маркетолог-аналитик,Москва,80000.0,,RUR,2022-12-29T09:39:38+0300
Токарь-универсал в Санкт-Петербург,Уфа,,99000.0,RUR,2022-12-29T10:02:07+0300
Механик транспортной службы,Мышкин,33850.0,,RUR,2022-12-29T11:41:42+0300
Оператор-наладчик станков с ЧПУ/Токарь (в г.Солнечногорске),Солнечногорск,120000.0,160000.0,RUR,2022-12-29T09:43:44+0300
IT-инженер,Новороссийск,30000.0,35000.0,RUR,2022-12-29T11:17:34+0300
Системный инженер,Сургут,60000.0,,RUR,2022-12-29T07:33:58+0300
Fullstack разработчик 1С-Битрикс,Тольятти,,100000.0,RUR,2022-12-29T10:56:24+0300
Ведущий инженер механик по системам верхних приводов отдела главного механика,Краснодар,100000.0,120000.0,RUR,2022-12-29T11:49:18+0300
Инженер по ремонту,Муром,45000.0,,RUR,2022-12-29T08:39:46+0300
Инженер-механик / Контролер по выпуску техники (с. Холодное),Губкин,50000.0,,RUR,2022-12-29T10:31:09+0300
Оператор фрезерного станка с чпу,Подольск (Московская область),60000.0,80000.0,RUR,2022-12-29T11:17:17+0300
Слесарь / оператор плазмы с чпу / плазморезчик,Калуга,40000.0,60000.0,RUR,2022-12-29T09:20:15+0300
Наладчик станков с ЧПУ,Челябинск,115000.0,120000.0,RUR,2022-12-29T10:08:21+0300
Сетевой архитектор,Симферополь,100000.0,,RUR,2022-12-29T11:11:12+0300
Лифтер (Технический отдел),Челябинск,,16200.0,RUR,2022-12-29T09:00:25+0300
Сервисный инженер/механик,Нижний Новгород,40000.0,,RUR,2022-12-29T08:44:41+0300
QA engineer (mobile),Санкт-Петербург,170000.0,,RUR,2022-12-29T11:33:43+0300
Фрезеровщик в г. Калуга,Тольятти,100000.0,,RUR,2022-12-29T08:10:06+0300
Руководитель проекта по работе маркетплейсами / Руководитель отдела E-commerce / Проджект-менеджер,Москва,50000.0,200000.0,RUR,2022-12-29T11:59:15+0300
Ведущий менеджер проектов курьерской службы,Москва,55000.0,120000.0,RUR,2022-12-29T11:07:43+0300
Инженер-механик по надежности линий розлива напитков,Краснодар,70000.0,70000.0,RUR,2022-12-29T11:29:43+0300
Токарь/Фрезеровщик в г. Ростов-на-Дону,Шахты,80000.0,,RUR,2022-12-29T10:29:03+0300
Заместитель начальника технического отдела,Екатеринбург,60000.0,,RUR,2022-12-29T06:40:24+0300
Специалист по сервисному обслуживанию банковского оборудования,Краснодар,45000.0,,RUR,2022-12-29T07:54:40+0300
"Оператор станков с ПУ (эспандер, скрепка, производство калачей, лазер, различное оборудование)",Тольятти,33000.0,,RUR,2022-12-29T10:03:41+0300
Технический специалист по работе с сетями и периферией,Санкт-Петербург,80000.0,,RUR,2022-12-29T09:24:26+0300
Дизайнер корпусной мебели (ТЦ Сити Дом),Кемерово,60000.0,100000.0,RUR,2022-12-29T09:17:19+0300
Токарь-универсал,Брест,2000.0,,BYR,2022-12-29T09:43:37+0300
Токарь-универсал в Санкт-Петербург,Ижевск,,99000.0,RUR,2022-12-29T10:01:48+0300
Мастер по обслуживанию абонентов,Подгоренский,21230.0,29722.0,RUR,2022-12-29T11:55:55+0300
Оператор станков с ПУ (токарная и фрезерная группа),Краснодар,50000.0,,RUR,2022-12-29T09:33:20+0300
Администратор проекта,Москва,,88000.0,RUR,2022-12-29T09:30:25+0300
Дежурный администратор баз данных (MSSQL DBA),Москва,176000.0,234000.0,RUR,2022-12-29T08:51:18+0300
Инженер слаботочных систем,Воронеж,55000.0,,RUR,2022-12-29T11:43:06+0300
Ведущий аналитик 1С:ЗУП,Москва,,150000.0,RUR,2022-12-29T11:38:52+0300
Программист – разработчик ПО,Нижний Новгород,150000.0,200000.0,RUR,2022-12-29T10:42:40+0300
Middle java developer,Алматы,,800000.0,KZT,2022-12-29T06:39:10+0300
Станочник широкого профиля,Ижевск,50000.0,,RUR,2022-12-29T10:05:53+0300
Оператор интернет-магазина (без продаж и холодных звонков),Владимир,31000.0,37900.0,RUR,2022-12-29T09:40:12+0300
Системный инженер,Югорск,60000.0,,RUR,2022-12-29T07:33:58+0300
Редактор новостей,Москва,74712.0,74712.0,RUR,2022-12-29T11:23:14+0300
PHP-программист,Иваново (Ивановская область),60000.0,80000.0,RUR,2022-12-29T11:28:06+0300
Токарь,Челябинск,45600.0,,RUR,2022-12-29T10:08:09+0300
Тестировщик 1С,Симферополь,25000.0,80000.0,RUR,2022-12-29T10:50:34+0300
Слесарь по ремонту,Москва,60000.0,124000.0,RUR,2022-12-29T09:57:51+0300
Фрезеровщик в г. Калуга,Ижевск,100000.0,,RUR,2022-12-29T08:07:32+0300
Дизайнер Интерьеров (Жилые Пространства),Москва,150000.0,,RUR,2022-12-29T10:05:03+0300
Токарь в Санкт-Петербург (арматура для АЭС),Рязань,,99000.0,RUR,2022-12-29T09:56:54+0300
Старший системный администратор,Санкт-Петербург,65000.0,75000.0,RUR,2022-12-29T09:58:48+0300
Слесарь по обслуживанию и ремонту оборудования,Минск,1200.0,,BYR,2022-12-29T10:12:24+0300
Главный инженер,Екатеринбург,100000.0,120000.0,RUR,2022-12-29T10:12:00+0300
Начальник службы прикладного программного обеспечения,Магнитогорск,100000.0,,RUR,2022-12-29T07:57:37+0300
Сетевой инженер,Санкт-Петербург,65000.0,,RUR,2022-12-29T10:04:34+0300
Программист 1С,Самара,150000.0,,RUR,2022-12-29T10:21:48+0300
Станочник кромкооблицовочного станка с ЧПУ,Ногинск,70000.0,,RUR,2022-12-29T11:10:52+0300
Монтажник слаботочных систем,Новороссийск,40000.0,70000.0,RUR,2022-12-29T09:52:39+0300
Шлифовщик (г. Омск),Омск,107000.0,,RUR,2022-12-29T09:32:47+0300
Фрезеровщик,Казань,70000.0,,RUR,2022-12-29T08:43:06+0300
Техник по подключению новых абонентов,Тюмень,45000.0,75000.0,RUR,2022-12-29T09:04:42+0300
Специалист технической поддержки/Консультант 1С,Самара,40000.0,,RUR,2022-12-29T10:58:41+0300
Оператор роботизированной сварки (ЧПУ),Москва,85000.0,,RUR,2022-12-29T10:28:16+0300
Оператор (наладчик) ЧПУ Токарная группа,Санкт-Петербург,,110000.0,RUR,2022-12-29T10:00:00+0300
Техник по подключению (без опыта работы),Барнаул,30000.0,40000.0,RUR,2022-12-29T06:52:50+0300
Инженер по информационным системам,Улан-Удэ,,50000.0,RUR,2022-12-29T11:12:17+0300
Техник ТСО (технических средств охраны),Печора,38000.0,,RUR,2022-12-29T09:53:28+0300
Токарь-универсал в Санкт-Петербург,Набережные Челны,,99000.0,RUR,2022-12-29T10:01:58+0300
Техник по подключению интернета,Волжск,30000.0,,RUR,2022-12-29T09:04:44+0300
Фрезеровщик,Краснодар,35000.0,60000.0,RUR,2022-12-29T11:48:43+0300
Токарь в Санкт-Петербург (арматура для АЭС),Уфа,,99000.0,RUR,2022-12-29T09:56:29+0300
Оператор ЧПУ (Стойка MAZAK),Челябинск,110000.0,,RUR,2022-12-29T09:55:58+0300
Оператор ЧПУ (Стойка MAZAK),Владимир,110000.0,,RUR,2022-12-29T09:56:14+0300
Инженер-наладчик (инженер-электрик),Выборг,75000.0,78000.0,RUR,2022-12-29T10:50:18+0300
Токарь на станки с ЧПУ,Саранск,50000.0,50000.0,RUR,2022-12-29T11:09:30+0300
Токарь-универсал,Ижевск,49000.0,73000.0,RUR,2022-12-29T10:14:52+0300
Токарь,Нижний Новгород,,50000.0,RUR,2022-12-29T11:22:20+0300
Senior PHP-разработчик,Москва,250000.0,300000.0,RUR,2022-12-29T10:26:19+0300
Техник по подключению,Челябинск,50000.0,,RUR,2022-12-29T11:27:30+0300
Оператор ЧПУ (Стойка MAZAK),Брянск,110000.0,,RUR,2022-12-29T09:55:36+0300
Инженер КИПиА (инженер-электроник),Кстово,60000.0,60000.0,RUR,2022-12-29T08:38:56+0300
Фрезеровщик в г. Калуга,Самара,100000.0,,RUR,2022-12-29T08:09:47+0300
Токарь в Санкт-Петербург (арматура для АЭС),Нижний Новгород,,99000.0,RUR,2022-12-29T09:57:06+0300
Android разработчик,Москва,250000.0,,RUR,2022-12-29T10:16:32+0300
Маркетолог-аналитик,Алматы,450000.0,,KZT,2022-12-29T08:36:56+0300
Станочник форматно-раскроечного станка с ЧПУ,Ногинск,70000.0,,RUR,2022-12-29T10:15:25+0300
Механик,Долгопрудный,65000.0,72000.0,RUR,2022-12-29T09:33:20+0300
Инженер-программист АСУ ТП (инжиниринговая компания),Новосибирск,90000.0,,RUR,2022-12-29T06:11:26+0300
Токарь-универсал,Минск,2000.0,,BYR,2022-12-29T09:43:37+0300
Токарь-универсал,Уфа,50000.0,105000.0,RUR,2022-12-29T11:07:41+0300
Машинист экструдера (ученик),Минск,1200.0,,BYR,2022-12-29T09:38:52+0300
Сервисный инженер,Красногорск,80000.0,,RUR,2022-12-29T10:25:20+0300
Начальник автотранспортного отдела,Губкин,72414.0,,RUR,2022-12-29T08:53:57+0300
Токарь-расточник,Краснодар,35000.0,60000.0,RUR,2022-12-29T11:48:47+0300
Системный администратор,Москва,,150000.0,RUR,2022-12-29T10:20:03+0300
Фрезеровщик в г. Калуга,Казань,100000.0,,RUR,2022-12-29T08:08:34+0300
Токарь / Станочник широкого профиля,Уфа,80000.0,140000.0,RUR,2022-12-29T10:41:49+0300
Специалист по слаботочным системам,Красноярск,42300.0,42300.0,RUR,2022-12-29T10:12:22+0300
Специалист в службу поддержки в Яндекс Бизнес,Абакан,26000.0,33800.0,RUR,2022-12-29T09:12:28+0300
Менеджер проекта,Екатеринбург,50000.0,70000.0,RUR,2022-12-29T08:39:27+0300
Администратор 1С/Аналитик,Москва,80000.0,,RUR,2022-12-29T11:51:03+0300
